"T.Max","T.Min","Rain","Date","Date2","lat","long","week","year","groups","cumulative_rain","season"
28,20.5,0,2024-03-16,"16/03/2024",-17.95,145.55,11,2024,13,43.7,"late_wet"
25.5,20.7,27.7,2024-03-17,"17/03/2024",-17.95,145.55,11,2024,13,43.7,"late_wet"
24.7,20,3,2024-03-18,"18/03/2024",-17.95,145.55,12,2024,13,60.5,"late_wet"
25.6,19.3,30.6,2024-03-19,"19/03/2024",-17.95,145.55,12,2024,13,60.5,"late_wet"
26.9,19.7,7.2,2024-03-20,"20/03/2024",-17.95,145.55,12,2024,13,60.5,"late_wet"
27.1,19.9,0.9,2024-03-21,"21/03/2024",-17.95,145.55,12,2024,13,60.5,"late_wet"
26.6,19.6,1,2024-03-22,"22/03/2024",-17.95,145.55,12,2024,13,60.5,"late_wet"
25.4,20.2,6.7,2024-03-23,"23/03/2024",-17.95,145.55,12,2024,13,60.5,"late_wet"
26,20.3,11.1,2024-03-24,"24/03/2024",-17.95,145.55,12,2024,13,60.5,"late_wet"
27.4,20.5,4.6,2024-03-25,"25/03/2024",-17.95,145.55,13,2024,13,105,"early_dry"
29,21.5,10.3,2024-03-26,"26/03/2024",-17.95,145.55,13,2024,13,105,"early_dry"
28.7,21,39.3,2024-03-27,"27/03/2024",-17.95,145.55,13,2024,13,105,"early_dry"
27.3,21.2,3.6,2024-03-28,"28/03/2024",-17.95,145.55,13,2024,13,105,"early_dry"
25.5,21.8,32.2,2024-03-29,"29/03/2024",-17.95,145.55,13,2024,13,105,"early_dry"
27,21.3,14,2024-03-30,"30/03/2024",-17.95,145.55,13,2024,13,105,"early_dry"
27.3,18.5,1,2024-03-31,"31/03/2024",-17.95,145.55,13,2024,13,105,"early_dry"
25.8,18.2,0.6,2024-04-01,"1/04/2024",-17.95,145.55,14,2024,13,22.2,"early_dry"
26,18,2.1,2024-04-02,"2/04/2024",-17.95,145.55,14,2024,13,22.2,"early_dry"
27,18.3,5,2024-04-03,"3/04/2024",-17.95,145.55,14,2024,13,22.2,"early_dry"
26.2,17.3,2,2024-04-04,"4/04/2024",-17.95,145.55,14,2024,13,22.2,"early_dry"
28.1,19.6,4.9,2024-04-05,"5/04/2024",-17.95,145.55,14,2024,13,22.2,"early_dry"
29.6,19.4,1,2024-04-06,"6/04/2024",-17.95,145.55,14,2024,13,22.2,"early_dry"
28.6,19.9,6.6,2024-04-07,"7/04/2024",-17.95,145.55,14,2024,13,22.2,"early_dry"
28.7,17.9,4.6,2024-04-08,"8/04/2024",-17.95,145.55,15,2024,13,15.3,"early_dry"
27.5,18.3,1.2,2024-04-09,"9/04/2024",-17.95,145.55,15,2024,13,15.3,"early_dry"
27.2,16.1,3.7,2024-04-10,"10/04/2024",-17.95,145.55,15,2024,13,15.3,"early_dry"
26,16.2,0.1,2024-04-11,"11/04/2024",-17.95,145.55,15,2024,13,15.3,"early_dry"
26,13,0,2024-04-12,"12/04/2024",-17.95,145.55,15,2024,13,15.3,"early_dry"
26.7,16.7,1.1,2024-04-13,"13/04/2024",-17.95,145.55,15,2024,13,15.3,"early_dry"
26.5,18.3,4.6,2024-04-14,"14/04/2024",-17.95,145.55,15,2024,13,15.3,"early_dry"
25.5,19.1,4.4,2024-04-15,"15/04/2024",-17.95,145.55,16,2024,13,34.4,"early_dry"
25,20.6,18.5,2024-04-16,"16/04/2024",-17.95,145.55,16,2024,13,34.4,"early_dry"
26.4,19.3,5.7,2024-04-17,"17/04/2024",-17.95,145.55,16,2024,13,34.4,"early_dry"
26.6,17.9,1.5,2024-04-18,"18/04/2024",-17.95,145.55,16,2024,13,34.4,"early_dry"
25.9,18.9,2,2024-04-19,"19/04/2024",-17.95,145.55,16,2024,13,34.4,"early_dry"
27.3,19.8,0.4,2024-04-20,"20/04/2024",-17.95,145.55,16,2024,13,34.4,"early_dry"
24.1,17.9,1.9,2024-04-21,"21/04/2024",-17.95,145.55,16,2024,13,34.4,"early_dry"
24.2,17.4,0,2024-04-22,"22/04/2024",-17.95,145.55,17,2024,13,19.5,"early_dry"
23.5,16.9,0.4,2024-04-23,"23/04/2024",-17.95,145.55,17,2024,13,19.5,"early_dry"
24.3,18,7.1,2024-04-24,"24/04/2024",-17.95,145.55,17,2024,13,19.5,"early_dry"
25.5,15.5,0,2024-04-25,"25/04/2024",-17.95,145.55,17,2024,13,19.5,"early_dry"
24.5,15,0.6,2024-04-26,"26/04/2024",-17.95,145.55,17,2024,13,19.5,"early_dry"
25,17.1,3.9,2024-04-27,"27/04/2024",-17.95,145.55,17,2024,13,19.5,"early_dry"
23.9,17.9,7.5,2024-04-28,"28/04/2024",-17.95,145.55,17,2024,13,19.5,"early_dry"
24.1,17.1,6.6,2024-04-29,"29/04/2024",-17.95,145.55,18,2024,13,23,"early_dry"
24,16.4,7.3,2024-04-30,"30/04/2024",-17.95,145.55,18,2024,13,23,"early_dry"
24.3,16.2,0.1,2024-05-01,"1/05/2024",-17.95,145.55,18,2024,13,23,"early_dry"
23.4,17.6,3.7,2024-05-02,"2/05/2024",-17.95,145.55,18,2024,13,23,"early_dry"
23.8,17.3,1.7,2024-05-03,"3/05/2024",-17.95,145.55,18,2024,13,23,"early_dry"
24.5,16.3,3,2024-05-04,"4/05/2024",-17.95,145.55,18,2024,13,23,"early_dry"
25.2,16.2,0.6,2024-05-05,"5/05/2024",-17.95,145.55,18,2024,13,23,"early_dry"
24.9,16.2,1,2024-05-06,"6/05/2024",-17.95,145.55,19,2024,13,24.2,"early_dry"
24,17.1,1.6,2024-05-07,"7/05/2024",-17.95,145.55,19,2024,13,24.2,"early_dry"
23.3,17.7,4.5,2024-05-08,"8/05/2024",-17.95,145.55,19,2024,13,24.2,"early_dry"
21.8,17.8,7.6,2024-05-09,"9/05/2024",-17.95,145.55,19,2024,13,24.2,"early_dry"
22.9,16.8,1.6,2024-05-10,"10/05/2024",-17.95,145.55,19,2024,13,24.2,"early_dry"
24.6,17.3,5.4,2024-05-11,"11/05/2024",-17.95,145.55,19,2024,13,24.2,"early_dry"
24.6,15.6,2.5,2024-05-12,"12/05/2024",-17.95,145.55,19,2024,13,24.2,"early_dry"
24.7,15.7,0.1,2024-05-13,"13/05/2024",-17.95,145.55,20,2024,13,36.2,"early_dry"
25.3,16.7,2.9,2024-05-14,"14/05/2024",-17.95,145.55,20,2024,13,36.2,"early_dry"
25.4,18.2,21,2024-05-15,"15/05/2024",-17.95,145.55,20,2024,13,36.2,"early_dry"
24.8,18.2,10.5,2024-05-16,"16/05/2024",-17.95,145.55,20,2024,13,36.2,"early_dry"
24,16.5,0.8,2024-05-17,"17/05/2024",-17.95,145.55,20,2024,13,36.2,"early_dry"
23.3,15.5,0.9,2024-05-18,"18/05/2024",-17.95,145.55,20,2024,13,36.2,"early_dry"
21.8,10.8,0,2024-05-19,"19/05/2024",-17.95,145.55,20,2024,13,36.2,"early_dry"
21.5,9.6,0,2024-05-20,"20/05/2024",-17.95,145.55,21,2024,13,7.7,"early_dry"
21.7,12.8,0,2024-05-21,"21/05/2024",-17.95,145.55,21,2024,13,7.7,"early_dry"
23.9,13.1,0.3,2024-05-22,"22/05/2024",-17.95,145.55,21,2024,13,7.7,"early_dry"
23.4,16.4,2.6,2024-05-23,"23/05/2024",-17.95,145.55,21,2024,13,7.7,"early_dry"
23.4,16.7,2.5,2024-05-24,"24/05/2024",-17.95,145.55,21,2024,13,7.7,"early_dry"
23.8,16.4,0.5,2024-05-25,"25/05/2024",-17.95,145.55,21,2024,13,7.7,"early_dry"
23.4,17.5,1.8,2024-05-26,"26/05/2024",-17.95,145.55,21,2024,13,7.7,"early_dry"
22.8,18.1,4.6,2024-05-27,"27/05/2024",-17.95,145.55,22,2024,13,16.2,"early_dry"
23.2,16.8,1.7,2024-05-28,"28/05/2024",-17.95,145.55,22,2024,13,16.2,"early_dry"
22.7,17.3,3.9,2024-05-29,"29/05/2024",-17.95,145.55,22,2024,13,16.2,"early_dry"
23,16.2,2.5,2024-05-30,"30/05/2024",-17.95,145.55,22,2024,13,16.2,"early_dry"
23.6,16.8,3.1,2024-05-31,"31/05/2024",-17.95,145.55,22,2024,13,16.2,"early_dry"
24.7,17.1,0.2,2024-06-01,"1/06/2024",-17.95,145.55,22,2024,13,16.2,"early_dry"
24.1,14.5,0.2,2024-06-02,"2/06/2024",-17.95,145.55,22,2024,13,16.2,"early_dry"
23.8,11.5,1.1,2024-06-03,"3/06/2024",-17.95,145.55,23,2024,13,1.1,"early_dry"
24.7,12,0,2024-06-04,"4/06/2024",-17.95,145.55,23,2024,13,1.1,"early_dry"
25,13.8,0,2024-06-05,"5/06/2024",-17.95,145.55,23,2024,13,1.1,"early_dry"
21.4,11,0,2024-06-06,"6/06/2024",-17.95,145.55,23,2024,13,1.1,"early_dry"
23.3,7.9,0,2024-06-07,"7/06/2024",-17.95,145.55,23,2024,13,1.1,"early_dry"
21.8,7.9,0,2024-06-08,"8/06/2024",-17.95,145.55,23,2024,13,1.1,"early_dry"
21.7,6.5,0,2024-06-09,"9/06/2024",-17.95,145.55,23,2024,13,1.1,"early_dry"
22.5,6.6,0,2024-06-10,"10/06/2024",-17.95,145.55,24,2024,13,0.2,"early_dry"
23.4,7.4,0.2,2024-06-11,"11/06/2024",-17.95,145.55,24,2024,13,0.2,"early_dry"
25.1,8.3,0,2024-06-12,"12/06/2024",-17.95,145.55,24,2024,13,0.2,"early_dry"
25.6,7.9,0,2024-06-13,"13/06/2024",-17.95,145.55,24,2024,13,0.2,"early_dry"
23.4,9.6,0,2024-06-14,"14/06/2024",-17.95,145.55,24,2024,13,0.2,"early_dry"
24.8,8.5,0,2024-06-15,"15/06/2024",-17.95,145.55,24,2024,13,0.2,"early_dry"
25.2,8.7,0,2024-06-16,"16/06/2024",-17.95,145.55,24,2024,13,0.2,"early_dry"
23.7,7.7,0,2024-06-17,"17/06/2024",-17.95,145.55,25,2024,13,0.2,"early_dry"
22.8,6.5,0,2024-06-18,"18/06/2024",-17.95,145.55,25,2024,13,0.2,"early_dry"
22.9,8.7,0,2024-06-19,"19/06/2024",-17.95,145.55,25,2024,13,0.2,"early_dry"
23,9.4,0,2024-06-20,"20/06/2024",-17.95,145.55,25,2024,13,0.2,"early_dry"
23.4,11.6,0,2024-06-21,"21/06/2024",-17.95,145.55,25,2024,13,0.2,"early_dry"
19.7,14.9,0.1,2024-06-22,"22/06/2024",-17.95,145.55,25,2024,13,0.2,"early_dry"
23.5,12.2,0.1,2024-06-23,"23/06/2024",-17.95,145.55,25,2024,13,0.2,"early_dry"
21.8,13.4,0.1,2024-06-24,"24/06/2024",-17.95,145.55,26,2024,13,0.4,"dry"
21.2,14.2,0.3,2024-06-25,"25/06/2024",-17.95,145.55,26,2024,13,0.4,"dry"
30,18.7,0,2023-04-16,"16/04/2023",-17.95,145.5,16,2023,12,16.1,"early_dry"
25.1,19.4,4.5,2023-04-17,"17/04/2023",-17.95,145.5,16,2023,12,16.1,"early_dry"
24.9,19.3,6.3,2023-04-18,"18/04/2023",-17.95,145.5,16,2023,12,16.1,"early_dry"
25.9,18.2,2.2,2023-04-19,"19/04/2023",-17.95,145.5,16,2023,12,16.1,"early_dry"
26.4,17.1,2.4,2023-04-20,"20/04/2023",-17.95,145.5,16,2023,12,16.1,"early_dry"
26,17,0.2,2023-04-21,"21/04/2023",-17.95,145.5,16,2023,12,16.1,"early_dry"
26.2,17.3,0.5,2023-04-22,"22/04/2023",-17.95,145.5,16,2023,12,16.1,"early_dry"
25.9,19.6,3.9,2023-04-23,"23/04/2023",-17.95,145.5,17,2023,12,45.3,"early_dry"
25.2,19.9,26.6,2023-04-24,"24/04/2023",-17.95,145.5,17,2023,12,45.3,"early_dry"
24.5,19.7,6.1,2023-04-25,"25/04/2023",-17.95,145.5,17,2023,12,45.3,"early_dry"
25.6,18.2,4.5,2023-04-26,"26/04/2023",-17.95,145.5,17,2023,12,45.3,"early_dry"
25.2,17.5,1.2,2023-04-27,"27/04/2023",-17.95,145.5,17,2023,12,45.3,"early_dry"
25.4,16.5,2.8,2023-04-28,"28/04/2023",-17.95,145.5,17,2023,12,45.3,"early_dry"
27.3,14.9,0.2,2023-04-29,"29/04/2023",-17.95,145.5,17,2023,12,45.3,"early_dry"
26.8,15,0,2023-04-30,"30/04/2023",-17.95,145.5,18,2023,12,2.5,"early_dry"
26.8,16,0,2023-05-01,"1/05/2023",-17.95,145.5,18,2023,12,2.5,"early_dry"
27.3,17.7,0.6,2023-05-02,"2/05/2023",-17.95,145.5,18,2023,12,2.5,"early_dry"
25.6,18.3,1.6,2023-05-03,"3/05/2023",-17.95,145.5,18,2023,12,2.5,"early_dry"
25.8,18.7,0.2,2023-05-04,"4/05/2023",-17.95,145.5,18,2023,12,2.5,"early_dry"
25.4,15.7,0,2023-05-05,"5/05/2023",-17.95,145.5,18,2023,12,2.5,"early_dry"
25,15.7,0.1,2023-05-06,"6/05/2023",-17.95,145.5,18,2023,12,2.5,"early_dry"
25.9,18,0.6,2023-05-07,"7/05/2023",-17.95,145.5,19,2023,12,10.1,"early_dry"
24.9,17.1,0.8,2023-05-08,"8/05/2023",-17.95,145.5,19,2023,12,10.1,"early_dry"
21.8,14.9,0.5,2023-05-09,"9/05/2023",-17.95,145.5,19,2023,12,10.1,"early_dry"
22,8.9,0,2023-05-10,"10/05/2023",-17.95,145.5,19,2023,12,10.1,"early_dry"
24.5,13.9,0.2,2023-05-11,"11/05/2023",-17.95,145.5,19,2023,12,10.1,"early_dry"
24,17.8,2.8,2023-05-12,"12/05/2023",-17.95,145.5,19,2023,12,10.1,"early_dry"
24.2,17.9,5.2,2023-05-13,"13/05/2023",-17.95,145.5,19,2023,12,10.1,"early_dry"
25.3,17.1,1.2,2023-05-14,"14/05/2023",-17.95,145.5,20,2023,12,2.5,"early_dry"
25.9,17.3,0.1,2023-05-15,"15/05/2023",-17.95,145.5,20,2023,12,2.5,"early_dry"
27.3,17.7,0,2023-05-16,"16/05/2023",-17.95,145.5,20,2023,12,2.5,"early_dry"
24.2,16.9,0,2023-05-17,"17/05/2023",-17.95,145.5,20,2023,12,2.5,"early_dry"
23.6,14.6,1.2,2023-05-18,"18/05/2023",-17.95,145.5,20,2023,12,2.5,"early_dry"
23.4,10.6,0,2023-05-19,"19/05/2023",-17.95,145.5,20,2023,12,2.5,"early_dry"
24.3,8.6,0,2023-05-20,"20/05/2023",-17.95,145.5,20,2023,12,2.5,"early_dry"
23.4,11.5,0.1,2023-05-21,"21/05/2023",-17.95,145.5,21,2023,12,5,"early_dry"
22.4,11.7,0,2023-05-22,"22/05/2023",-17.95,145.5,21,2023,12,5,"early_dry"
22.2,9.5,0,2023-05-23,"23/05/2023",-17.95,145.5,21,2023,12,5,"early_dry"
22.4,14.9,2.3,2023-05-24,"24/05/2023",-17.95,145.5,21,2023,12,5,"early_dry"
22.7,14.6,0.1,2023-05-25,"25/05/2023",-17.95,145.5,21,2023,12,5,"early_dry"
23.9,15,2.5,2023-05-26,"26/05/2023",-17.95,145.5,21,2023,12,5,"early_dry"
24,10.1,0,2023-05-27,"27/05/2023",-17.95,145.5,21,2023,12,5,"early_dry"
23.2,10.1,2.3,2023-05-28,"28/05/2023",-17.95,145.5,22,2023,12,7,"early_dry"
21.5,10.1,0.1,2023-05-29,"29/05/2023",-17.95,145.5,22,2023,12,7,"early_dry"
22,8.4,0,2023-05-30,"30/05/2023",-17.95,145.5,22,2023,12,7,"early_dry"
21.7,10.3,0,2023-05-31,"31/05/2023",-17.95,145.5,22,2023,12,7,"early_dry"
24,15.3,2.1,2023-06-01,"1/06/2023",-17.95,145.5,22,2023,12,7,"early_dry"
23.4,12.7,0.4,2023-06-02,"2/06/2023",-17.95,145.5,22,2023,12,7,"early_dry"
24.8,15.3,2.1,2023-06-03,"3/06/2023",-17.95,145.5,22,2023,12,7,"early_dry"
24.6,17.3,4.6,2023-06-04,"4/06/2023",-17.95,145.5,23,2023,12,13.2,"early_dry"
25.3,17.3,5.8,2023-06-05,"5/06/2023",-17.95,145.5,23,2023,12,13.2,"early_dry"
23.3,17.4,0.2,2023-06-06,"6/06/2023",-17.95,145.5,23,2023,12,13.2,"early_dry"
23.8,17.2,0.7,2023-06-07,"7/06/2023",-17.95,145.5,23,2023,12,13.2,"early_dry"
24.5,14.7,1.9,2023-06-08,"8/06/2023",-17.95,145.5,23,2023,12,13.2,"early_dry"
24.1,11.8,0,2023-06-09,"9/06/2023",-17.95,145.5,23,2023,12,13.2,"early_dry"
23.2,12.5,0,2023-06-10,"10/06/2023",-17.95,145.5,23,2023,12,13.2,"early_dry"
22.8,14.5,0.6,2023-06-11,"11/06/2023",-17.95,145.5,24,2023,12,4.5,"early_dry"
24.1,15.2,2.2,2023-06-12,"12/06/2023",-17.95,145.5,24,2023,12,4.5,"early_dry"
24,15.8,0.6,2023-06-13,"13/06/2023",-17.95,145.5,24,2023,12,4.5,"early_dry"
23.8,14.7,0.7,2023-06-14,"14/06/2023",-17.95,145.5,24,2023,12,4.5,"early_dry"
25,13.6,0.2,2023-06-15,"15/06/2023",-17.95,145.5,24,2023,12,4.5,"early_dry"
24.8,13.9,0.2,2023-06-16,"16/06/2023",-17.95,145.5,24,2023,12,4.5,"early_dry"
22.4,15.8,0,2023-06-17,"17/06/2023",-17.95,145.5,24,2023,12,4.5,"early_dry"
23.1,14.9,1.4,2023-06-18,"18/06/2023",-17.95,145.5,25,2023,12,2,"early_dry"
24.4,12.3,0,2023-06-19,"19/06/2023",-17.95,145.5,25,2023,12,2,"early_dry"
24.8,12.9,0,2023-06-20,"20/06/2023",-17.95,145.5,25,2023,12,2,"early_dry"
25.3,13.9,0,2023-06-21,"21/06/2023",-17.95,145.5,25,2023,12,2,"early_dry"
23.9,15.8,0,2023-06-22,"22/06/2023",-17.95,145.5,25,2023,12,2,"early_dry"
24.9,14.6,0.6,2023-06-23,"23/06/2023",-17.95,145.5,25,2023,12,2,"early_dry"
25.2,12.3,0,2023-06-24,"24/06/2023",-17.95,145.5,25,2023,12,2,"early_dry"
25.1,13.8,0,2023-06-25,"25/06/2023",-17.95,145.5,26,2023,12,2.7,"dry"
25,13.9,0.1,2023-06-26,"26/06/2023",-17.95,145.5,26,2023,12,2.7,"dry"
25,13.8,0,2023-06-27,"27/06/2023",-17.95,145.5,26,2023,12,2.7,"dry"
25.5,13.5,0,2023-06-28,"28/06/2023",-17.95,145.5,26,2023,12,2.7,"dry"
26.2,11.2,0,2023-06-29,"29/06/2023",-17.95,145.5,26,2023,12,2.7,"dry"
23.8,12.3,0,2023-06-30,"30/06/2023",-17.95,145.5,26,2023,12,2.7,"dry"
20.7,15.1,2.6,2023-07-01,"1/07/2023",-17.95,145.5,26,2023,12,2.7,"dry"
22.6,15.7,3.8,2023-07-02,"2/07/2023",-17.95,145.5,27,2023,12,20.4,"dry"
22.7,16.4,3.5,2023-07-03,"3/07/2023",-17.95,145.5,27,2023,12,20.4,"dry"
22.1,17.8,0.8,2023-07-04,"4/07/2023",-17.95,145.5,27,2023,12,20.4,"dry"
25.8,17.8,11.4,2023-07-05,"5/07/2023",-17.95,145.5,27,2023,12,20.4,"dry"
27.1,16,0.2,2023-07-06,"6/07/2023",-17.95,145.5,27,2023,12,20.4,"dry"
22.4,16.6,0.6,2023-07-07,"7/07/2023",-17.95,145.5,27,2023,12,20.4,"dry"
22.1,13.7,0.1,2023-07-08,"8/07/2023",-17.95,145.5,27,2023,12,20.4,"dry"
22.1,12.7,0,2023-07-09,"9/07/2023",-17.95,145.5,28,2023,12,13.4,"dry"
21.9,10.7,0.1,2023-07-10,"10/07/2023",-17.95,145.5,28,2023,12,13.4,"dry"
21.9,14.5,0.2,2023-07-11,"11/07/2023",-17.95,145.5,28,2023,12,13.4,"dry"
22.7,14.4,0,2023-07-12,"12/07/2023",-17.95,145.5,28,2023,12,13.4,"dry"
21.7,15.6,3,2023-07-13,"13/07/2023",-17.95,145.5,28,2023,12,13.4,"dry"
22.2,15.5,7.2,2023-07-14,"14/07/2023",-17.95,145.5,28,2023,12,13.4,"dry"
21.7,14.8,2.9,2023-07-15,"15/07/2023",-17.95,145.5,28,2023,12,13.4,"dry"
22.4,14.2,4.6,2023-07-16,"16/07/2023",-17.95,145.5,29,2023,12,9.2,"dry"
22.9,15.7,4.6,2023-07-17,"17/07/2023",-17.95,145.5,29,2023,12,9.2,"dry"
22.2,16.2,0,2023-07-18,"18/07/2023",-17.95,145.5,29,2023,12,9.2,"dry"
23.3,14.1,0,2023-07-19,"19/07/2023",-17.95,145.5,29,2023,12,9.2,"dry"
23.1,15.1,0,2023-07-20,"20/07/2023",-17.95,145.5,29,2023,12,9.2,"dry"
23.6,14,0,2023-07-21,"21/07/2023",-17.95,145.5,29,2023,12,9.2,"dry"
24.3,11.3,0,2023-07-22,"22/07/2023",-17.95,145.5,29,2023,12,9.2,"dry"
23.2,12.2,0,2023-07-23,"23/07/2023",-17.95,145.5,30,2023,12,50.5,"dry"
20.8,9.7,0.7,2023-07-24,"24/07/2023",-17.95,145.5,30,2023,12,50.5,"dry"
19.5,6.6,0,2023-07-25,"25/07/2023",-17.95,145.5,30,2023,12,50.5,"dry"
20.3,12.6,12.7,2023-07-26,"26/07/2023",-17.95,145.5,30,2023,12,50.5,"dry"
21.2,15.7,18.3,2023-07-27,"27/07/2023",-17.95,145.5,30,2023,12,50.5,"dry"
22.3,14.4,17.9,2023-07-28,"28/07/2023",-17.95,145.5,30,2023,12,50.5,"dry"
22.3,13.4,0.9,2023-07-29,"29/07/2023",-17.95,145.5,30,2023,12,50.5,"dry"
22,12.9,0.6,2023-07-30,"30/07/2023",-17.95,145.5,31,2023,12,23.2,"dry"
21.6,13.2,0,2023-07-31,"31/07/2023",-17.95,145.5,31,2023,12,23.2,"dry"
22.4,13.4,0.9,2023-08-01,"1/08/2023",-17.95,145.5,31,2023,12,23.2,"dry"
21.1,15.4,4.8,2023-08-02,"2/08/2023",-17.95,145.5,31,2023,12,23.2,"dry"
21.2,15.3,8.8,2023-08-03,"3/08/2023",-17.95,145.5,31,2023,12,23.2,"dry"
20.7,14.2,0.9,2023-08-04,"4/08/2023",-17.95,145.5,31,2023,12,23.2,"dry"
21.5,11.9,7.2,2023-08-05,"5/08/2023",-17.95,145.5,31,2023,12,23.2,"dry"
21.5,12.7,0,2023-08-06,"6/08/2023",-17.95,145.5,32,2023,12,6.6,"dry"
22.1,12.6,0.2,2023-08-07,"7/08/2023",-17.95,145.5,32,2023,12,6.6,"dry"
21.8,12.8,0,2023-08-08,"8/08/2023",-17.95,145.5,32,2023,12,6.6,"dry"
20.8,12.3,0.1,2023-08-09,"9/08/2023",-17.95,145.5,32,2023,12,6.6,"dry"
21.9,14.8,0.2,2023-08-10,"10/08/2023",-17.95,145.5,32,2023,12,6.6,"dry"
21.9,13.6,3.9,2023-08-11,"11/08/2023",-17.95,145.5,32,2023,12,6.6,"dry"
22.2,13.1,2.2,2023-08-12,"12/08/2023",-17.95,145.5,32,2023,12,6.6,"dry"
23.6,11.3,0,2023-08-13,"13/08/2023",-17.95,145.5,33,2023,12,0,"dry"
24.7,9.1,0,2023-08-14,"14/08/2023",-17.95,145.5,33,2023,12,0,"dry"
25.1,9.9,0,2023-08-15,"15/08/2023",-17.95,145.5,33,2023,12,0,"dry"
25.1,8.9,0,2023-08-16,"16/08/2023",-17.95,145.5,33,2023,12,0,"dry"
25.5,8.7,0,2023-08-17,"17/08/2023",-17.95,145.5,33,2023,12,0,"dry"
25.6,9.3,0,2023-08-18,"18/08/2023",-17.95,145.5,33,2023,12,0,"dry"
24.5,10.8,0,2023-08-19,"19/08/2023",-17.95,145.5,33,2023,12,0,"dry"
22.8,8.2,0,2023-08-20,"20/08/2023",-17.95,145.5,34,2023,12,2.3,"dry"
22.3,10.1,0,2023-08-21,"21/08/2023",-17.95,145.5,34,2023,12,2.3,"dry"
24.2,12.2,0,2023-08-22,"22/08/2023",-17.95,145.5,34,2023,12,2.3,"dry"
24,13.1,0.2,2023-08-23,"23/08/2023",-17.95,145.5,34,2023,12,2.3,"dry"
24.4,12.8,0,2023-08-24,"24/08/2023",-17.95,145.5,34,2023,12,2.3,"dry"
23.4,15.3,0.2,2023-08-25,"25/08/2023",-17.95,145.5,34,2023,12,2.3,"dry"
22.8,14.3,1.9,2023-08-26,"26/08/2023",-17.95,145.5,34,2023,12,2.3,"dry"
23.6,14.1,0.6,2023-08-27,"27/08/2023",-17.95,145.5,35,2023,12,0.7,"dry"
23.2,14,0,2023-08-28,"28/08/2023",-17.95,145.5,35,2023,12,0.7,"dry"
24.4,12.9,0.1,2023-08-29,"29/08/2023",-17.95,145.5,35,2023,12,0.7,"dry"
25,9.2,0,2023-08-30,"30/08/2023",-17.95,145.5,35,2023,12,0.7,"dry"
26.2,8.9,0,2023-08-31,"31/08/2023",-17.95,145.5,35,2023,12,0.7,"dry"
27,8.8,0,2023-09-01,"1/09/2023",-17.95,145.5,35,2023,12,0.7,"dry"
26.2,10.5,0,2023-09-02,"2/09/2023",-17.95,145.5,35,2023,12,0.7,"dry"
25.3,12.5,0,2023-09-03,"3/09/2023",-17.95,145.5,36,2023,12,3.5,"late_dry"
26,12,0,2023-09-04,"4/09/2023",-17.95,145.5,36,2023,12,3.5,"late_dry"
26.3,13.5,0,2023-09-05,"5/09/2023",-17.95,145.5,36,2023,12,3.5,"late_dry"
26.2,12.7,0,2023-09-06,"6/09/2023",-17.95,145.5,36,2023,12,3.5,"late_dry"
25.1,15.4,0,2023-09-07,"7/09/2023",-17.95,145.5,36,2023,12,3.5,"late_dry"
26.5,18.3,1,2023-09-08,"8/09/2023",-17.95,145.5,36,2023,12,3.5,"late_dry"
26.6,17.8,2.5,2023-09-09,"9/09/2023",-17.95,145.5,36,2023,12,3.5,"late_dry"
26.3,17.6,0,2023-09-10,"10/09/2023",-17.95,145.5,37,2023,12,0.9,"late_dry"
24.9,16.4,0.2,2023-09-11,"11/09/2023",-17.95,145.5,37,2023,12,0.9,"late_dry"
24.3,15,0.2,2023-09-12,"12/09/2023",-17.95,145.5,37,2023,12,0.9,"late_dry"
23.5,16.2,0.3,2023-09-13,"13/09/2023",-17.95,145.5,37,2023,12,0.9,"late_dry"
24.3,13.9,0,2023-09-14,"14/09/2023",-17.95,145.5,37,2023,12,0.9,"late_dry"
24.3,12.4,0.1,2023-09-15,"15/09/2023",-17.95,145.5,37,2023,12,0.9,"late_dry"
24.6,13.7,0.1,2023-09-16,"16/09/2023",-17.95,145.5,37,2023,12,0.9,"late_dry"
24.6,13.7,0,2023-09-17,"17/09/2023",-17.95,145.5,38,2023,12,1.6,"late_dry"
24.9,15.6,0,2023-09-18,"18/09/2023",-17.95,145.5,38,2023,12,1.6,"late_dry"
26.3,16.5,1.3,2023-09-19,"19/09/2023",-17.95,145.5,38,2023,12,1.6,"late_dry"
27,15.2,0.3,2023-09-20,"20/09/2023",-17.95,145.5,38,2023,12,1.6,"late_dry"
29.6,14.1,0,2023-09-21,"21/09/2023",-17.95,145.5,38,2023,12,1.6,"late_dry"
30.4,12.5,0,2023-09-22,"22/09/2023",-17.95,145.5,38,2023,12,1.6,"late_dry"
26.2,14.9,0,2023-09-23,"23/09/2023",-17.95,145.5,38,2023,12,1.6,"late_dry"
25.3,16.1,1.6,2023-09-24,"24/09/2023",-17.95,145.5,39,2023,12,6.2,"late_dry"
24,15.5,4.1,2023-09-25,"25/09/2023",-17.95,145.5,39,2023,12,6.2,"late_dry"
25.2,14.7,0,2023-09-26,"26/09/2023",-17.95,145.5,39,2023,12,6.2,"late_dry"
25.9,15.3,0.2,2023-09-27,"27/09/2023",-17.95,145.5,39,2023,12,6.2,"late_dry"
27.1,14.4,0,2023-09-28,"28/09/2023",-17.95,145.5,39,2023,12,6.2,"late_dry"
